record,segment,rhythm,time,ecg
04015,04015_Normal,Normal,0.788,-0.345
04015,04015_Normal,Normal,0.792,-0.32
04015,04015_Normal,Normal,0.796,-0.33
04015,04015_Normal,Normal,0.8,-0.33
04015,04015_Normal,Normal,0.804,-0.36
04015,04015_Normal,Normal,0.808,-0.365
04015,04015_Normal,Normal,0.812,-0.4
04015,04015_Normal,Normal,0.816,-0.42
04015,04015_Normal,Normal,0.82,-0.43
04015,04015_Normal,Normal,0.824,-0.45
04015,04015_Normal,Normal,0.828,-0.47
04015,04015_Normal,Normal,0.832,-0.455
04015,04015_Normal,Normal,0.836,-0.47
04015,04015_Normal,Normal,0.84,-0.47
04015,04015_Normal,Normal,0.844,-0.505
04015,04015_Normal,Normal,0.848,-0.52
04015,04015_Normal,Normal,0.852,-0.57
04015,04015_Normal,Normal,0.856,-0.595
04015,04015_Normal,Normal,0.86,-0.61
04015,04015_Normal,Normal,0.864,-0.63
04015,04015_Normal,Normal,0.868,-0.64
04015,04015_Normal,Normal,0.872,-0.65
04015,04015_Normal,Normal,0.876,-0.65
04015,04015_Normal,Normal,0.88,-0.64
04015,04015_Normal,Normal,0.884,-0.64
04015,04015_Normal,Normal,0.888,-0.635
04015,04015_Normal,Normal,0.892,-0.655
04015,04015_Normal,Normal,0.896,-0.665
04015,04015_Normal,Normal,0.9,-0.67
04015,04015_Normal,Normal,0.904,-0.655
04015,04015_Normal,Normal,0.908,-0.625
04015,04015_Normal,Normal,0.912,-0.615
04015,04015_Normal,Normal,0.916,-0.56
04015,04015_Normal,Normal,0.92,-0.5
04015,04015_Normal,Normal,0.924,-0.455
04015,04015_Normal,Normal,0.928,-0.395
04015,04015_Normal,Normal,0.932,-0.34
04015,04015_Normal,Normal,0.936,-0.295
04015,04015_Normal,Normal,0.94,-0.24
04015,04015_Normal,Normal,0.944,-0.22
04015,04015_Normal,Normal,0.948,-0.195
04015,04015_Normal,Normal,0.952,-0.145
04015,04015_Normal,Normal,0.956,-0.11
04015,04015_Normal,Normal,0.96,-0.07
04015,04015_Normal,Normal,0.964,-0.05
04015,04015_Normal,Normal,0.968,-0.03
04015,04015_Normal,Normal,0.972,-0.03
04015,04015_Normal,Normal,0.976,-0.03
04015,04015_Normal,Normal,0.98,-0.025
04015,04015_Normal,Normal,0.984,-0.05
04015,04015_Normal,Normal,0.988,-0.07
04015,04015_Normal,Normal,0.992,-0.08
04015,04015_Normal,Normal,0.996,-0.08
04015,04015_Normal,Normal,1.0,-0.1
04015,04015_Normal,Normal,1.004,-0.11
04015,04015_Normal,Normal,1.008,-0.105
04015,04015_Normal,Normal,1.012,-0.1
04015,04015_Normal,Normal,1.016,-0.1
04015,04015_Normal,Normal,1.02,-0.115
04015,04015_Normal,Normal,1.024,-0.125
04015,04015_Normal,Normal,1.028,-0.13
04015,04015_Normal,Normal,1.032,-0.15
04015,04015_Normal,Normal,1.036,-0.145
04015,04015_Normal,Normal,1.04,-0.16
04015,04015_Normal,Normal,1.044,-0.16
04015,04015_Normal,Normal,1.048,-0.15
04015,04015_Normal,Normal,1.052,-0.135
04015,04015_Normal,Normal,1.056,-0.15
04015,04015_Normal,Normal,1.06,-0.145
04015,04015_Normal,Normal,1.064,-0.17
04015,04015_Normal,Normal,1.068,-0.17
04015,04015_Normal,Normal,1.072,-0.19
04015,04015_Normal,Normal,1.076,-0.18
04015,04015_Normal,Normal,1.08,-0.195
04015,04015_Normal,Normal,1.084,-0.21
04015,04015_Normal,Normal,1.088,-0.21
04015,04015_Normal,Normal,1.092,-0.21
04015,04015_Normal,Normal,1.096,-0.195
04015,04015_Normal,Normal,1.1,-0.17
04015,04015_Normal,Normal,1.104,-0.15
04015,04015_Normal,Normal,1.108,-0.165
04015,04015_Normal,Normal,1.112,-0.195
04015,04015_Normal,Normal,1.116,-0.195
04015,04015_Normal,Normal,1.12,-0.22
04015,04015_Normal,Normal,1.124,-0.21
04015,04015_Normal,Normal,1.128,-0.24
04015,04015_Normal,Normal,1.132,-0.225
04015,04015_Normal,Normal,1.136,-0.205
04015,04015_Normal,Normal,1.14,-0.19
04015,04015_Normal,Normal,1.144,-0.145
04015,04015_Normal,Normal,1.148,-0.115
04015,04015_Normal,Normal,1.152,-0.07
04015,04015_Normal,Normal,1.156,0.005
04015,04015_Normal,Normal,1.16,0.06
04015,04015_Normal,Normal,1.164,0.09
04015,04015_Normal,Normal,1.168,0.11
04015,04015_Normal,Normal,1.172,0.14
04015,04015_Normal,Normal,1.176,0.12
04015,04015_Normal,Normal,1.18,0.06
04015,04015_Normal,Normal,1.184,0.06
04015,04015_Normal,Normal,1.188,0.035
04015,04015_Normal,Normal,1.192,0.01
04015,04015_Normal,Normal,1.196,-0.04
04015,04015_Normal,Normal,1.2,-0.095
04015,04015_Normal,Normal,1.204,-0.13
04015,04015_Normal,Normal,1.208,-0.19
04015,04015_Normal,Normal,1.212,-0.24
04015,04015_Normal,Normal,1.216,-0.265
04015,04015_Normal,Normal,1.22,-0.29
04015,04015_Normal,Normal,1.224,-0.27
04015,04015_Normal,Normal,1.228,-0.27
04015,04015_Normal,Normal,1.232,-0.265
04015,04015_Normal,Normal,1.236,-0.255
04015,04015_Normal,Normal,1.24,-0.255
04015,04015_Normal,Normal,1.244,-0.245
04015,04015_Normal,Normal,1.248,-0.24
04015,04015_Normal,Normal,1.252,-0.24
04015,04015_Normal,Normal,1.256,-0.2
04015,04015_Normal,Normal,1.26,-0.165
04015,04015_Normal,Normal,1.264,-0.14
04015,04015_Normal,Normal,1.268,0.01
04015,04015_Normal,Normal,1.272,0.295
04015,04015_Normal,Normal,1.276,0.66
04015,04015_Normal,Normal,1.28,0.87
04015,04015_Normal,Normal,1.284,1.045
04015,04015_Normal,Normal,1.288,1.105
04015,04015_Normal,Normal,1.292,0.715
04015,04015_Normal,Normal,1.296,-0.24
04015,04015_Normal,Normal,1.3,-1.11
04015,04015_Normal,Normal,1.304,-1.545
04015,04015_Normal,Normal,1.308,-1.645
04015,04015_Normal,Normal,1.312,-1.585
04015,04015_Normal,Normal,1.316,-1.345
04015,04015_Normal,Normal,1.32,-1.0
04015,04015_Normal,Normal,1.324,-0.715
04015,04015_Normal,Normal,1.328,-0.51
04015,04015_Normal,Normal,1.332,-0.41
04015,04015_Normal,Normal,1.336,-0.36
04015,04015_Normal,Normal,1.34,-0.33
04015,04015_Normal,Normal,1.344,-0.3
04015,04015_Normal,Normal,1.348,-0.33
04015,04015_Normal,Normal,1.352,-0.3
04015,04015_Normal,Normal,1.356,-0.305
04015,04015_Normal,Normal,1.36,-0.3
04015,04015_Normal,Normal,1.364,-0.285
04015,04015_Normal,Normal,1.368,-0.28
04015,04015_Normal,Normal,1.372,-0.28
04015,04015_Normal,Normal,1.376,-0.26
04015,04015_Normal,Normal,1.38,-0.255
04015,04015_Normal,Normal,1.384,-0.255
04015,04015_Normal,Normal,1.388,-0.3
04015,04015_Normal,Normal,1.392,-0.32
04015,04015_Normal,Normal,1.396,-0.33
04015,04015_Normal,Normal,1.4,-0.32
04015,04015_Normal,Normal,1.404,-0.305
04015,04015_Normal,Normal,1.408,-0.335
04015,04015_Normal,Normal,1.412,-0.3
04015,04015_Normal,Normal,1.416,-0.295
04015,04015_Normal,Normal,1.42,-0.3
04015,04015_Normal,Normal,1.424,-0.28
04015,04015_Normal,Normal,1.428,-0.31
04015,04015_Normal,Normal,1.432,-0.335
04015,04015_Normal,Normal,1.436,-0.36
04015,04015_Normal,Normal,1.44,-0.37
04015,04015_Normal,Normal,1.444,-0.395
04015,04015_Normal,Normal,1.448,-0.415
04015,04015_Normal,Normal,1.452,-0.42
04015,04015_Normal,Normal,1.456,-0.41
04015,04015_Normal,Normal,1.46,-0.41
04015,04015_Normal,Normal,1.464,-0.44
04015,04015_Normal,Normal,1.468,-0.41
04015,04015_Normal,Normal,1.472,-0.43
04015,04015_Normal,Normal,1.476,-0.475
04015,04015_Normal,Normal,1.48,-0.495
04015,04015_Normal,Normal,1.484,-0.52
04015,04015_Normal,Normal,1.488,-0.53
04015,04015_Normal,Normal,1.492,-0.54
04015,04015_Normal,Normal,1.496,-0.565
04015,04015_Normal,Normal,1.5,-0.57
04015,04015_Normal,Normal,1.504,-0.585
04015,04015_Normal,Normal,1.508,-0.59
04015,04015_Normal,Normal,1.512,-0.615
04015,04015_Normal,Normal,1.516,-0.64
04015,04015_Normal,Normal,1.52,-0.675
04015,04015_Normal,Normal,1.524,-0.7
04015,04015_Normal,Normal,1.528,-0.72
04015,04015_Normal,Normal,1.532,-0.715
04015,04015_Normal,Normal,1.536,-0.7
04015,04015_Normal,Normal,1.54,-0.745
04015,04015_Normal,Normal,1.544,-0.71
04015,04015_Normal,Normal,1.548,-0.705
04015,04015_Normal,Normal,1.552,-0.705
04015,04015_Normal,Normal,1.556,-0.69
04015,04015_Normal,Normal,1.56,-0.68
04015,04015_Normal,Normal,1.564,-0.69
04015,04015_Normal,Normal,1.568,-0.66
04015,04015_Normal,Normal,1.572,-0.655
04015,04015_Normal,Normal,1.576,-0.61
04015,04015_Normal,Normal,1.58,-0.55
04015,04015_Normal,Normal,1.584,-0.49
04015,04015_Normal,Normal,1.588,-0.405
04015,04015_Normal,Normal,1.592,-0.35
04015,04015_Normal,Normal,1.596,-0.3
04015,04015_Normal,Normal,1.6,-0.23
04015,04015_Normal,Normal,1.604,-0.195
04015,04015_Normal,Normal,1.608,-0.14
04015,04015_Normal,Normal,1.612,-0.1
04015,04015_Normal,Normal,1.616,-0.09
04015,04015_Normal,Normal,1.62,-0.05
04015,04015_Normal,Normal,1.624,-0.03
04015,04015_Normal,Normal,1.628,0.005
04015,04015_Normal,Normal,1.632,0.015
04015,04015_Normal,Normal,1.636,0.055
04015,04015_Normal,Normal,1.64,0.065
04015,04015_Normal,Normal,1.644,0.06
04015,04015_Normal,Normal,1.648,0.08
04015,04015_Normal,Normal,1.652,0.06
04015,04015_Normal,Normal,1.656,0.035
04015,04015_Normal,Normal,1.66,0.045
04015,04015_Normal,Normal,1.664,0.03
04015,04015_Normal,Normal,1.668,0.05
04015,04015_Normal,Normal,1.672,0.035
04015,04015_Normal,Normal,1.676,0.045
04015,04015_Normal,Normal,1.68,0.06
04015,04015_Normal,Normal,1.684,0.09
04015,04015_Normal,Normal,1.688,0.085
04015,04015_Normal,Normal,1.692,0.08
04015,04015_Normal,Normal,1.696,0.055
04015,04015_Normal,Normal,1.7,0.05
04015,04015_Normal,Normal,1.704,0.025
04015,04015_Normal,Normal,1.708,0.02
04015,04015_Normal,Normal,1.712,0.02
04015,04015_Normal,Normal,1.716,0.035
04015,04015_Normal,Normal,1.72,0.035
04015,04015_Normal,Normal,1.724,0.025
04015,04015_Normal,Normal,1.728,0.045
04015,04015_Normal,Normal,1.732,0.02
04015,04015_Normal,Normal,1.736,0.035
04015,04015_Normal,Normal,1.74,0.045
04015,04015_Normal,Normal,1.744,0.01
04015,04015_Normal,Normal,1.748,-0.015
04015,04015_Normal,Normal,1.752,-0.02
04015,04015_Normal,Normal,1.756,-0.015
04015,04015_Normal,Normal,1.76,-0.005
04015,04015_Normal,Normal,1.764,-0.01
04015,04015_Normal,Normal,1.768,0.01
04015,04015_Normal,Normal,1.772,0.04
04015,04015_Normal,Normal,1.776,0.03
04015,04015_Normal,Normal,1.78,0.035
04015,04015_Normal,Normal,1.784,0.025
04015,04015_Normal,Normal,1.788,0.015
04015,04015_Normal,Normal,1.792,0.025
04015,04015_Normal,Normal,1.796,0.03
04015,04015_Normal,Normal,1.8,0.015
04015,04015_Normal,Normal,1.804,0.0
04015,04015_Normal,Normal,1.808,-0.01
04015,04015_Normal,Normal,1.812,0.015
04015,04015_Normal,Normal,1.816,0.03
04015,04015_Normal,Normal,1.82,0.035
04015,04015_Normal,Normal,1.824,0.015
04015,04015_Normal,Normal,1.828,0.005
04015,04015_Normal,Normal,1.832,0.005
04015,04015_Normal,Normal,1.836,-0.02
04015,04015_Normal,Normal,1.84,-0.01
04015,04015_Normal,Normal,1.844,-0.015
04015,04015_Normal,Normal,1.848,0.0
04015,04015_Normal,Normal,1.852,-0.005
04015,04015_Normal,Normal,1.856,0.005
04015,04015_Normal,Normal,1.86,0.01
04015,04015_Normal,Normal,1.864,0.02
04015,04015_Normal,Normal,1.868,0.01
04015,04015_Normal,Normal,1.872,0.0
04015,04015_Normal,Normal,1.876,-0.005
04015,04015_Normal,Normal,1.88,0.015
04015,04015_Normal,Normal,1.884,0.0
04015,04015_Normal,Normal,1.888,0.02
04015,04015_Normal,Normal,1.892,0.005
04015,04015_Normal,Normal,1.896,0.025
04015,04015_Normal,Normal,1.9,0.035
04015,04015_Normal,Normal,1.904,0.045
04015,04015_Normal,Normal,1.908,0.06
04015,04015_Normal,Normal,1.912,0.06
04015,04015_Normal,Normal,1.916,0.045
04015,04015_Normal,Normal,1.92,0.01
04015,04015_Normal,Normal,1.924,0.02
04015,04015_Normal,Normal,1.928,0.005
04015,04015_Normal,Normal,1.932,0.015
04015,04015_Normal,Normal,1.936,0.02
04015,04015_Normal,Normal,1.94,0.01
04015,04015_Normal,Normal,1.944,0.02
04015,04015_Normal,Normal,1.948,0.05
04015,04015_Normal,Normal,1.952,0.045
04015,04015_Normal,Normal,1.956,0.025
04015,04015_Normal,Normal,1.96,0.03
04015,04015_Normal,Normal,1.964,0.025
04015,04015_Normal,Normal,1.968,0.02
04015,04015_Normal,Normal,1.972,0.015
04015,04015_Normal,Normal,1.976,0.02
04015,04015_Normal,Normal,1.98,0.04
04015,04015_Normal,Normal,1.984,0.06
04015,04015_Normal,Normal,1.988,0.045
04015,04015_Normal,Normal,1.992,0.035
04015,04015_Normal,Normal,1.996,0.025
04015,04015_Normal,Normal,2.0,0.025
04015,04015_Normal,Normal,2.004,0.02
04015,04015_Normal,Normal,2.008,0.02
04015,04015_Normal,Normal,2.012,0.01
04015,04015_Normal,Normal,2.016,-0.01
04015,04015_Normal,Normal,2.02,0.005
04015,04015_Normal,Normal,2.024,0.015
04015,04015_Normal,Normal,2.028,0.035
04015,04015_Normal,Normal,2.032,0.035
04015,04015_Normal,Normal,2.036,0.005
04015,04015_Normal,Normal,2.04,0.03
04015,04015_Normal,Normal,2.044,0.06
04015,04015_Normal,Normal,2.048,0.04
04015,04015_Normal,Normal,2.052,0.025
04015,04015_Normal,Normal,2.056,0.045
04015,04015_Normal,Normal,2.06,0.02
04015,04015_Normal,Normal,2.064,0.015
04015,04015_Normal,Normal,2.068,0.015
04015,04015_Normal,Normal,2.072,0.035
04015,04015_Normal,Normal,2.076,0.025
04015,04015_Normal,Normal,2.08,0.055
04015,04015_Normal,Normal,2.084,0.095
04015,04015_Normal,Normal,2.088,0.12
04015,04015_Normal,Normal,2.092,0.155
04015,04015_Normal,Normal,2.096,0.19
04015,04015_Normal,Normal,2.1,0.175
04015,04015_Normal,Normal,2.104,0.17
04015,04015_Normal,Normal,2.108,0.15
04015,04015_Normal,Normal,2.112,0.17
04015,04015_Normal,Normal,2.116,0.205
04015,04015_Normal,Normal,2.12,0.23
04015,04015_Normal,Normal,2.124,0.245
04015,04015_Normal,Normal,2.128,0.255
04015,04015_Normal,Normal,2.132,0.315
04015,04015_Normal,Normal,2.136,0.26
04015,04015_Normal,Normal,2.14,0.205
04015,04015_Normal,Normal,2.144,0.18
04015,04015_Normal,Normal,2.148,0.13
04015,04015_Normal,Normal,2.152,0.06
04015,04015_Normal,Normal,2.156,0.03
04015,04015_Normal,Normal,2.16,0.02
04015,04015_Normal,Normal,2.164,0.0
04015,04015_Normal,Normal,2.168,-0.035
04015,04015_Normal,Normal,2.172,-0.045
04015,04015_Normal,Normal,2.176,-0.025
04015,04015_Normal,Normal,2.18,0.0
04015,04015_Normal,Normal,2.184,0.005
04015,04015_Normal,Normal,2.188,0.02
04015,04015_Normal,Normal,2.192,0.04
04015,04015_Normal,Normal,2.196,0.12
04015,04015_Normal,Normal,2.2,0.17
04015,04015_Normal,Normal,2.204,0.34
04015,04015_Normal,Normal,2.208,0.635
04015,04015_Normal,Normal,2.212,1.025
04015,04015_Normal,Normal,2.216,1.26
04015,04015_Normal,Normal,2.22,1.495
04015,04015_Normal,Normal,2.224,1.53
04015,04015_Normal,Normal,2.228,1.05
04015,04015_Normal,Normal,2.232,0.12
04015,04015_Normal,Normal,2.236,-0.73
04015,04015_Normal,Normal,2.24,-1.215
04015,04015_Normal,Normal,2.244,-1.275
04015,04015_Normal,Normal,2.248,-1.185
04015,04015_Normal,Normal,2.252,-1.07
04015,04015_Normal,Normal,2.256,-0.85
04015,04015_Normal,Normal,2.26,-0.56
04015,04015_Normal,Normal,2.264,-0.315
04015,04015_Normal,Normal,2.268,-0.165
04015,04015_Normal,Normal,2.272,-0.12
04015,04015_Normal,Normal,2.276,-0.09
04015,04015_Normal,Normal,2.28,-0.07
04015,04015_Normal,Normal,2.284,-0.065
04015,04015_Normal,Normal,2.288,-0.06
04015,04015_Normal,Normal,2.292,-0.065
04015,04015_Normal,Normal,2.296,-0.04
04015,04015_Normal,Normal,2.3,-0.025
04015,04015_Normal,Normal,2.304,-0.02
04015,04015_Normal,Normal,2.308,-0.02
04015,04015_Normal,Normal,2.312,-0.015
04015,04015_Normal,Normal,2.316,-0.02
04015,04015_Normal,Normal,2.32,-0.015
04015,04015_Normal,Normal,2.324,-0.04
04015,04015_Normal,Normal,2.328,-0.045
04015,04015_Normal,Normal,2.332,-0.04
04015,04015_Normal,Normal,2.336,-0.04
04015,04015_Normal,Normal,2.34,0.0
04015,04015_Normal,Normal,2.344,0.005
04015,04015_Normal,Normal,2.348,-0.005
04015,04015_Normal,Normal,2.352,0.0
04015,04015_Normal,Normal,2.356,-0.01
04015,04015_Normal,Normal,2.36,-0.03
04015,04015_Normal,Normal,2.364,-0.065
04015,04015_Normal,Normal,2.368,-0.08
04015,04015_Normal,Normal,2.372,-0.11
04015,04015_Normal,Normal,2.376,-0.12
04015,04015_Normal,Normal,2.38,-0.09
04015,04015_Normal,Normal,2.384,-0.085
04015,04015_Normal,Normal,2.388,-0.09
04015,04015_Normal,Normal,2.392,-0.125
04015,04015_Normal,Normal,2.396,-0.125
04015,04015_Normal,Normal,2.4,-0.125
04015,04015_Normal,Normal,2.404,-0.11
04015,04015_Normal,Normal,2.408,-0.14
04015,04015_Normal,Normal,2.412,-0.2
04015,04015_Normal,Normal,2.416,-0.245
04015,04015_Normal,Normal,2.42,-0.26
04015,04015_Normal,Normal,2.424,-0.275
04015,04015_Normal,Normal,2.428,-0.305
04015,04015_Normal,Normal,2.432,-0.305
04015,04015_Normal,Normal,2.436,-0.315
04015,04015_Normal,Normal,2.44,-0.295
04015,04015_Normal,Normal,2.444,-0.31
04015,04015_Normal,Normal,2.448,-0.315
04015,04015_Normal,Normal,2.452,-0.355
